,Age,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age_Months,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Monthly_Balance,Creative_professionals,Business_professionals,Technical_professionals,Service_professionals,Early_months,Spring_months,Summer_months,Good_credit_mix,Standard_credit_mix,Small_value_payments,Medium_value_payments,Large_value_payments,Credit_Score
121,30,10.308950660642292,7.925878510377547,10,9,15,5,42,21,7.67,10,7.860659481952109,27.2051981919017,195,1,4.621510789868131,5.1435734375032744,5.648358253072523,0,1,0,0,0,1,0,0,0,0,1,0,Poor
122,15,10.877528189951187,8.4338931008936,7,5,32,3,46,24,7.2,11,7.6946614368536705,30.9575110843565,103,1,4.72469187148079,4.799609819677443,6.2262969487850075,1,0,0,0,1,0,0,0,0,0,1,0,Poor
123,30,9.664381653105337,7.023063402717141,4,3,18,5,22,13,10.83,4,7.649135325592619,33.031788199277,138,1,3.785107502866229,4.2248303004522265,5.634141573536092,0,0,0,1,0,1,0,0,1,0,1,0,Poor
124,47,10.370206731375012,7.819605164880013,3,6,2,4,16,7,3.06,2,5.395126422476097,39.1253669151278,261,0,4.099710895078443,4.9306581980712405,5.736890895450342,0,0,1,0,1,0,0,1,0,1,0,0,Poor
125,31,10.33923223866326,7.8219865583056105,1,5,12,2,19,1,11.71,2,6.864357052156667,30.0068061548476,258,0,3.412407784816996,5.752087168112171,5.26940515036932,0,0,1,0,0,1,0,1,0,1,0,0,Poor
126,51,11.615361468407917,9.13768580465624,4,6,5,3,15,15,8.68,2,5.423627557513483,40.4237033967821,293,0,5.343837938874874,4.926598654680504,6.712589010113905,0,0,0,1,1,0,0,0,1,0,0,0,Standard
127,26,10.589030393252806,8.074363127172088,5,5,10,1,16,3,1.98,1,4.892602227184663,39.8862269310282,255,0,3.4628122634660534,4.302319514412301,6.142748220965654,0,0,0,1,1,0,0,1,0,0,1,0,Poor
128,52,9.478411016352048,7.212687397684899,8,7,8,1,9,14,5.96,6,6.954886925714408,32.0331700673971,364,0,2.2165693080135673,4.600923768574125,5.7265259877126855,0,0,1,0,0,0,1,1,0,0,1,0,Standard
129,31,9.344152037820496,6.835881028163064,8,6,16,4,2,15,0.52,3,4.76703390087965,27.4091253440513,202,0,3.3838976450972518,4.805682882673744,5.444045854246473,1,0,0,0,1,0,0,0,1,1,0,0,Standard
130,38,9.56273200562485,7.240927732062928,8,6,13,1,27,9,8.1,5,7.202668642511897,25.0640717375251,395,0,2.033666747708989,4.10595386959053,5.832457437214569,0,0,0,1,0,1,0,0,1,0,0,1,Standard
131,46,11.864779647689316,9.357424139899464,3,4,8,2,3,1,2.58,3,5.643890917415595,38.425055396531,293,0,5.2136279087317945,6.237950714964404,6.583247235416851,1,0,0,0,0,1,0,1,0,1,0,0,Good
132,45,9.901072889582611,7.373152743202324,1,1,12,2,10,6,0.89,0,7.28829224676545,28.5385605622927,393,0,3.3397849258244325,5.121442000842576,5.535264444350528,0,0,1,0,1,0,0,1,0,1,0,0,Good
133,36,11.455869281198726,8.999887823134404,1,4,5,3,6,7,-3.37,4,7.202370759711681,33.2676890088347,359,0,5.027209806359026,5.573079826488506,6.468423631969127,0,0,0,1,0,1,0,1,0,0,1,0,Good
134,28,10.20593864905046,7.805998462507631,8,3,12,4,21,12,8.49,5,7.094533556493033,31.4560438537382,269,0,4.314001749526342,4.4417616085879805,5.929230546667849,0,0,0,1,0,1,0,0,1,1,0,0,Standard
135,44,10.518135209101873,8.117513813644326,6,10,29,6,54,16,9.55,14,7.784581427969204,27.3352527454196,210,1,5.159556442883659,4.939425304233926,5.675006838455077,0,1,0,0,0,0,1,0,1,0,0,1,Poor
136,26,11.478150152366279,8.972910251903517,3,3,13,1,9,13,19.79,0,6.179768175579484,40.7644978403729,307,1,4.283037598772282,5.408175642240151,6.610652723880602,0,0,0,1,1,0,0,0,1,0,1,0,Standard
137,32,8.964598388743752,6.150112243041091,8,10,29,6,62,17,19.34,7,7.980967705017515,29.8602250838082,120,1,2.9820350682865033,3.718088424721605,5.583359032631357,0,0,0,1,0,1,0,0,0,0,1,0,Standard
138,23,10.340856284457297,7.7960764850456625,7,9,16,2,59,13,14.91,10,7.697784131178768,31.560610123122,168,1,3.5732946149262528,5.42518852637537,5.52312574089626,0,1,0,0,0,1,0,0,1,0,0,1,Poor
139,29,8.950224827242208,6.438501368626947,7,9,31,6,28,18,12.01,14,7.831609336662496,26.6212205754108,104,1,3.1949646804225846,2.872295318970906,5.705314687456449,0,0,0,0,0,0,1,0,0,0,1,0,Poor
140,53,10.45009162550315,8.00468671135801,6,6,5,1,19,11,3.59,1,6.845145563169712,38.5397389633486,268,0,3.3237658247001,5.057624107317474,5.925631623508089,1,0,0,0,0,1,0,1,0,1,0,0,Standard
141,19,9.921074491713169,7.246537345890241,8,6,30,7,36,24,23.66,10,8.363722613600501,26.8830344249249,26,1,4.384754774017754,5.133974575863527,5.195259612473154,0,0,1,0,1,0,0,0,0,1,0,0,Standard
142,14,9.091834950461953,6.319338915861702,9,7,19,7,44,15,15.62,7,7.365755909592921,31.1970055336652,230,1,3.3152290653182708,4.2594931283409485,5.510269661610758,0,0,0,1,1,0,0,0,0,1,0,0,Poor
143,26,10.437900397684873,7.915741179525946,6,8,31,6,22,22,3.99,13,7.873323675225809,35.2000514762241,66,1,4.771251028792597,5.912841206747204,4.333172423909547,0,1,0,0,1,0,0,0,0,1,0,0,Poor
144,43,10.276513831771274,7.719664645304132,3,5,5,1,5,16,9.72,3,6.996269692512875,38.8332674858843,284,1,2.8187985684514802,3.9671623345470977,5.980477708576454,0,0,1,0,1,0,0,0,1,0,0,0,Standard
145,14,11.221682928248125,8.688417849187774,9,6,19,5,17,20,22.48,9,8.45219376407772,34.2384196399418,33,0,5.275763795676902,4.776993184341849,6.271162578614335,0,0,0,1,1,0,0,0,0,0,1,0,Poor
146,44,9.068980703916832,6.473089192105972,6,9,23,7,47,24,24.6,12,7.703571857388417,38.8249475366393,172,1,3.3478735665988584,2.9657336397880663,5.6933851333887455,0,1,0,0,1,0,0,0,0,0,1,0,Poor
147,38,9.213789417175631,6.578156863429064,4,4,28,6,29,9,6.65,7,7.420483092437651,28.9713865115431,115,0,3.7155833851724758,4.20266395414194,5.497063653238166,0,1,0,0,0,1,0,0,1,0,1,0,Poor
148,51,10.549946346144669,8.097816514601552,1,2,7,3,1,8,11.81,2,5.75371484340441,30.0246631232051,335,0,4.234912793097774,4.220035609588727,6.090487568237737,1,0,0,0,0,1,0,1,0,0,1,0,Good
149,22,11.666460898429392,9.1938290573632,5,6,10,2,10,1,8.47,0,7.024666823889638,35.2170491232896,351,0,5.142113889459183,6.016806086021859,6.480475572685432,0,1,0,0,1,0,0,1,0,0,1,0,Poor
150,38,10.581518557211739,8.156890245659133,6,6,17,2,27,19,18.62,12,7.699325969718175,38.2446319907202,137,1,3.765175894807772,5.76177760698178,5.5896736183836975,0,0,0,1,1,0,0,0,1,0,1,0,Poor
151,24,11.864384549935473,9.384615476056922,6,4,17,3,16,12,18.1,8,6.9447427310324175,38.4351584505485,267,1,5.412191164839961,5.512233788930366,6.865429063904812,1,0,0,0,1,0,0,0,1,0,0,0,Standard
152,48,11.086737820579325,8.576520972698372,4,5,8,2,10,0,5.68,2,7.0710469098692865,32.7643706124201,317,0,4.343926361959397,4.11224104010803,6.46531814987469,0,0,1,0,0,0,1,1,0,0,1,0,Poor
153,52,10.410320817432524,7.921430401633299,6,4,20,2,25,15,9.59,4,7.162963228772386,30.0549426759471,210,0,3.3344981855062517,5.206399735378124,5.784042534234649,0,1,0,0,1,0,0,0,1,1,0,0,Standard
154,40,11.317997095196809,8.846705070375126,8,8,22,5,29,17,18.75,11,8.46300096233281,39.995319689853,107,1,5.4837650365460515,4.615626738128314,6.385771103281229,0,0,1,0,1,0,0,0,0,0,0,0,Standard
155,39,8.96091380342332,6.351536319453863,6,7,16,7,16,18,16.6,9,7.621557664467116,36.7816582977984,178,1,3.7400411277235914,2.888402196762586,5.510492938000566,0,1,0,0,1,0,0,0,1,0,1,0,Poor
156,36,11.094044059480296,8.623626431499424,5,3,11,4,31,16,11.6,6,6.558821721609627,28.0200980433532,199,0,5.150574225324769,5.091160048243747,6.154949275887178,1,0,0,0,0,1,0,0,1,0,1,0,Standard
157,44,9.393994374003915,6.592130874873762,6,3,14,3,27,10,15.23,0,6.368650200926575,31.3284205785995,364,1,3.0322350529786863,3.7073701011216738,5.708581883362577,0,0,0,1,0,1,0,0,1,1,0,0,Standard
158,50,9.861668707158445,7.431540068849858,8,4,18,4,4,17,9.32,1,7.027820153706892,28.2378649097432,296,0,4.049420607292707,5.360576353699821,5.239780987002428,0,0,0,1,1,0,0,0,1,1,0,0,Standard
159,30,11.011270330105905,8.50715565009368,3,7,12,3,30,11,9.72,4,6.137878230563462,37.0275234656564,225,0,4.716074685949738,4.197743532509431,6.339903270513813,0,1,0,0,1,0,0,1,0,0,1,0,Poor
160,40,9.120593985528354,6.6818610730838435,9,6,33,5,61,17,0.8,12,7.826622688369742,36.5002153950549,194,1,3.3250766235752294,4.376122991450916,5.531213293655014,0,0,0,1,1,0,0,0,0,0,1,0,Poor
161,39,11.494738479821105,8.987839738945715,5,6,6,3,30,7,9.09,2,6.441743671005939,33.1156913553074,293,0,4.931173361953363,4.634159710231359,6.683399921296972,0,1,0,0,1,0,0,0,1,0,0,0,Standard
162,21,10.315507133081589,7.861125972697258,5,7,14,4,20,11,17.0,5,6.698366692900263,35.8652409722264,127,1,4.044471972341521,5.42598049045202,5.580216214709907,1,0,0,0,1,0,0,0,1,1,0,0,Standard
163,18,10.361973229101404,7.982801500824398,1,5,8,3,8,8,9.7,3,6.741051133083259,25.4860233294528,260,0,3.9272749025084384,5.302828177554518,5.803145621855087,0,1,0,0,1,0,0,1,0,1,0,0,Poor
164,35,9.884466799496593,7.49901645632453,9,8,26,2,19,14,11.26,11,7.222230196016646,24.8744153421122,94,1,2.983595307464769,3.570057219673147,5.900853462792195,0,0,0,1,0,1,0,0,1,0,0,0,Standard
165,35,9.211121566764064,6.630663046825161,4,4,8,7,7,8,19.16,5,7.694224300273405,36.7091871964583,235,1,4.024475826838729,3.581512073097008,5.612834851510562,1,0,0,0,1,0,0,0,1,1,0,0,Standard
166,27,11.709215999701012,9.211007149630547,7,3,12,4,20,15,0.66,4,4.001498011855749,40.1884213837507,313,0,5.665268421359251,4.78273869464994,6.724517972306168,0,1,0,0,0,1,0,0,1,0,0,0,Standard
167,21,10.343976116083862,7.7668871264279975,2,3,12,2,14,2,5.78,2,5.839478190110101,32.9986795472917,228,0,3.5313072239210737,5.250045028480349,5.708330602851235,0,1,0,0,1,0,0,1,0,1,0,0,Good
168,39,11.187763307592515,8.657143811642785,8,4,4,1,27,12,0.67,7,6.737488767268695,25.2228736006407,353,0,3.684076143253434,5.748298059075042,6.177204817205181,0,0,1,0,0,0,1,1,0,1,0,0,Good
169,24,8.93757646823161,6.833455942365558,8,5,16,6,60,24,6.06,10,7.322999086053843,25.6172075490854,101,1,3.315015573683468,4.180933228100701,5.669500400415432,0,0,0,1,1,0,0,0,0,1,0,0,Standard
170,46,9.738258188420998,7.429421184012579,4,5,4,2,1,2,11.64,2,6.318030737609729,27.4541851205063,328,0,2.9061362421222245,4.889788510940172,5.727732503790818,0,1,0,0,1,0,0,1,0,1,0,0,Poor
171,21,11.74012764888121,9.26473669698062,2,3,5,4,7,8,3.57,3,6.224835618577628,29.3709950999193,392,0,5.7213041857531906,6.808970288568435,4.825611631030505,0,0,1,0,1,0,0,1,0,0,1,0,Poor
172,16,8.922032103504591,6.279662892517942,6,5,28,4,22,14,17.12,13,7.763960493696825,26.2460621361988,76,1,2.782385346293177,3.0871786888599964,5.580816772878629,0,0,0,1,0,0,1,0,1,0,1,0,Poor
173,14,10.466910085614384,7.96686096919121,4,4,8,3,16,12,7.29,4,6.37434315654335,38.0024870480568,343,1,3.8263106527871495,5.468630998848448,5.688163940521503,1,0,0,0,0,1,0,0,1,1,0,0,Standard
174,48,9.733084685135701,7.387425576740467,4,4,19,1,27,12,1.31,4,7.234097811520909,37.7643788451953,341,0,2.144776283565843,4.65969888971249,5.728181572229397,0,0,1,0,1,0,0,0,1,1,0,0,Standard
175,31,10.84181077664985,8.37942139239143,7,9,30,9,34,25,20.82,9,8.059838821893763,33.3598399053861,7,1,5.369911612859343,5.607167856931555,5.431243492267941,0,1,0,0,0,0,1,0,0,0,1,0,Standard
176,17,9.840807569912073,7.223592256050829,8,3,26,7,8,20,17.08,12,7.638260862749094,25.4852099766592,219,1,4.682442949195623,5.139760215215557,5.000128000319175,0,0,0,0,0,0,1,0,1,1,0,0,Poor
177,14,10.283065117742309,7.87743953155708,6,4,17,3,9,13,8.9,5,4.567572155572773,28.3697609445411,113,1,3.9262109846676436,5.036932182676622,5.855071509475591,0,0,1,0,1,0,0,0,1,1,0,0,Standard
178,39,9.939938086128723,7.49639620852592,5,4,8,5,14,19,21.0,8,7.1852885258819805,36.7591533712611,194,1,4.095445831538762,4.447059288938993,5.782939285415539,0,0,0,0,1,0,0,0,1,1,0,0,Standard
179,35,10.928079711346115,8.453031132741113,8,7,18,5,36,20,35.82,6,8.316422490953753,33.561958910964,163,1,4.871131077415199,5.295270675917228,5.989128088462761,0,0,0,1,1,0,0,0,0,1,0,0,Poor
180,16,10.925195578456186,8.374913356809241,10,5,32,7,21,17,15.59,13,8.341927483471464,36.2010659477741,161,1,5.348010497644624,4.291653190075811,5.992494880136592,0,0,1,0,1,0,0,0,0,0,1,0,Standard
181,24,10.417729932536856,7.958326872558689,8,5,13,3,6,10,18.88,4,7.35979858285088,37.2597062748268,150,1,4.102867592844169,4.150614694029832,6.044867692980287,0,0,1,0,0,1,0,0,1,1,0,0,Poor
182,26,10.458575103464048,8.014828065380593,1,7,1,2,1,2,2.24,3,4.956179108300197,23.6304402356247,367,0,3.507540357831116,5.465753131757686,5.712837849290012,0,1,0,0,1,0,0,1,0,0,0,1,Standard
183,39,11.05249411492712,8.565302806604416,3,4,3,4,2,8,9.19,5,4.167130231947748,38.0184525839785,199,0,5.138987261808718,5.980999779263006,5.430502630158485,1,0,0,0,0,1,0,1,0,0,0,1,Standard
184,15,10.417899139045433,7.8856138739552755,10,10,23,2,16,5,9.3,8,7.3119462423792365,27.6816797367838,148,1,3.426209737299306,4.785411649425392,5.979809856205662,0,1,0,0,0,0,1,0,1,0,1,0,Standard
185,42,11.336733483885103,8.847667715761398,5,7,4,2,3,8,3.59,0,3.903990833730882,33.4778249529678,300,0,4.6763844723081025,5.64354909982501,6.373267917431331,0,0,1,0,1,0,0,1,0,0,1,0,Good
186,36,11.593721734798319,9.088012649858985,3,5,16,1,14,18,16.33,4,6.980857030780196,35.18946609655,326,1,4.341953878440546,5.657213005482314,6.674121011089373,1,0,0,0,0,1,0,0,1,0,0,1,Standard
187,52,10.394010770137283,7.965528501225007,1,5,3,4,8,6,1.28,1,6.972887373919919,36.8703835414971,197,0,4.014676443566227,5.462962141478596,5.658767217950677,0,0,0,1,1,0,0,1,0,1,0,0,Standard
188,30,9.789790159264697,7.238171117354122,8,5,18,9,25,20,13.11,11,8.125835109654753,40.5821768012249,92,1,4.84594688855894,3.1114319366227887,5.435806302026544,1,0,0,0,1,0,0,0,0,0,0,0,Poor
189,33,9.662296495298731,7.180439823634108,7,8,23,2,46,11,12.39,6,7.728208892244096,33.9144831124313,125,1,3.011054743286457,4.446645608144891,5.75479105012517,0,0,0,1,1,0,0,0,1,1,0,0,Poor
190,38,9.398548319926116,6.992926735188495,8,5,8,4,19,12,2.96,4,6.633134205785218,25.2518194128198,345,0,3.445213297235142,4.167839591027308,5.645321851747266,0,1,0,0,0,0,1,0,1,0,0,1,Standard
191,22,10.559440784666883,8.142828657573128,4,2,3,1,4,1,8.42,0,6.266479225832081,23.8129908300509,361,0,3.1216280525067126,4.784736681643744,6.112597424659997,0,0,0,1,0,0,1,1,0,0,1,0,Good
192,47,10.787487297148143,8.367827379163375,8,3,3,4,17,10,4.04,1,6.710851922622531,31.9717024220588,219,0,4.409416474166145,5.119629545663055,6.06641462748017,0,0,1,0,1,0,0,1,0,0,1,0,Good
193,42,10.316665506695882,7.758912824051245,5,3,4,4,0,1,4.94,2,7.302220105231436,24.3443933094502,379,0,4.5897463891874635,3.4916905450799067,5.837511157480971,1,0,0,0,0,1,0,1,0,0,0,0,Good
194,27,10.413761824335554,7.9913374006936895,10,5,18,7,35,25,16.82,6,8.093107796771504,37.3398213511358,5,1,4.586935844972281,5.966962794292226,4.574846901070718,0,0,1,0,0,1,0,0,0,1,0,0,Poor
195,44,8.935776544528371,6.800451673042813,7,9,27,6,35,23,3.48,7,7.695676131815613,35.9186300817218,210,1,3.3808423507922343,3.24349103315391,5.75195896817654,0,0,0,1,0,1,0,0,0,0,1,0,Poor
196,19,11.489046621180194,8.991524940822435,5,7,6,4,19,11,15.86,4,4.388257184424518,32.7900209366605,134,0,5.559934955667247,5.410108643464076,6.345650708128645,1,0,0,0,0,1,0,0,1,0,1,0,Poor
197,33,11.236923711227831,8.78499342343456,10,6,16,6,29,19,9.94,11,7.749852496582409,32.081646061001,122,1,5.4483942635921885,4.54960601234333,6.357084875402178,1,0,0,0,1,0,0,0,0,0,1,0,Poor
198,28,10.50482038574292,7.947648524897545,4,5,8,4,21,19,9.75,12,6.364836811668883,31.7259897240052,146,0,4.525602853438178,4.86768293630076,5.769946585952815,0,0,1,0,0,0,1,0,1,1,0,0,Standard
199,18,10.333437121491292,7.846967951040068,5,4,5,1,24,13,14.76,4,5.995282250396178,28.3554582569363,90,1,3.0167568100051936,4.417768337462832,5.997597390778769,0,0,0,0,0,1,0,0,1,0,1,0,Standard
200,26,11.610632769374275,9.129744733686906,8,6,19,7,29,14,14.6,7,6.465600252556141,33.795012457036,157,0,5.897951352332124,6.50711323682401,5.065037970812665,0,0,1,0,0,0,1,0,1,0,0,1,Standard
201,23,11.929808868847935,9.421617528625466,5,5,2,2,14,3,2.89,1,5.385641194719711,25.5960660102493,258,0,5.10565500354266,6.978110959218795,5.660919747343211,0,1,0,0,1,0,0,1,0,1,0,0,Good
202,26,11.039983603344359,8.495980280136923,8,4,7,2,16,11,0.94,1,6.033733494287149,35.0404506035072,316,0,4.4156206943163046,5.494533204974593,6.071693787297678,0,1,0,0,1,0,0,0,1,0,0,1,Standard
203,49,11.474972683651538,8.999864578077087,6,6,19,1,7,18,0.94,1,6.907115074094714,41.1891806117591,314,1,4.173792275247638,4.999646540528727,6.741555016367141,0,1,0,0,1,0,0,0,1,0,1,0,Standard
204,30,11.297144741392586,8.772445043047142,4,4,32,2,30,8,9.62,7,7.613245964073321,31.0920614763472,159,1,4.58391853782171,6.481810906342618,5.161026925387394,1,0,0,0,1,0,0,0,1,0,1,0,Poor
205,30,11.204154850788582,8.674124572935087,1,5,5,4,6,3,11.93,0,5.259836379729755,27.380441792504,192,0,5.367984176739633,6.154280119986101,5.134619126545448,0,0,1,0,0,0,1,1,0,0,0,1,Standard
206,21,10.895198138527583,8.46275178903783,8,7,28,8,57,21,2.99,6,7.847938303275894,30.5493250069221,54,1,5.704548982942631,5.336054518281519,5.4186984082422756,0,0,0,0,1,0,0,0,0,1,0,0,Poor
207,34,10.879394774703444,8.44604567892804,8,5,21,8,49,19,8.05,10,7.461858759169372,32.1373922450011,225,1,5.339859652226265,6.112668710995968,4.560556196512888,1,0,0,0,0,1,0,0,0,1,0,0,Poor
208,42,11.151843108356037,8.705278108099296,9,5,32,7,15,21,14.66,9,7.663346601497913,25.415546810731,160,1,5.981109602094849,5.403566888089799,5.542795894532399,0,0,1,0,0,0,1,0,0,0,0,1,Poor
209,34,9.663686024325775,6.950150435434012,3,6,7,2,19,11,19.08,5,7.361953406769875,23.2047953981217,108,1,3.0613413864325585,3.9342572847666735,5.709931254294427,0,1,0,0,0,1,0,0,1,0,0,1,Standard
210,32,9.928308937322809,7.370579027797091,8,10,28,8,17,16,25.18,15,8.338595093935872,34.4961632500067,20,1,4.471206025720106,4.763535000574471,5.498126123711012,0,0,1,0,0,1,0,0,0,1,0,0,Standard
211,20,9.891356265125244,7.550435139733066,7,5,32,8,51,24,0.759999999999999,9,7.209990932441429,24.6138517635656,178,1,4.272417381577259,3.6789301180547183,5.825581908907628,0,0,1,0,1,0,0,0,0,1,0,0,Poor
212,16,9.245006980920904,6.7589405459690575,3,5,6,7,27,17,15.99,6,5.838925068598495,35.8760168247629,61,1,3.600850568161892,3.4266583320589836,5.732596218032891,0,0,0,1,1,0,0,0,1,1,0,0,Standard
213,34,10.835873459355115,8.386463014577915,6,4,20,3,18,14,1.00999999999999,5,7.150379837250798,33.5436595530109,73,1,4.6759032024392395,4.723584776142503,6.150233220679647,0,0,1,0,0,1,0,0,1,0,1,0,Standard
214,27,10.99285793269403,8.490849900539098,9,7,23,6,35,23,9.05,6,8.249528102369691,28.4110763588541,160,1,5.214035521655325,5.6115869224409645,5.668458744480262,0,0,1,0,1,0,0,0,0,1,0,0,Poor
215,49,11.8116226230048,9.305484856235577,5,7,6,2,1,3,10.54,4,6.613343949112387,29.8796226912594,385,0,5.297527547177974,6.693151219832012,5.921886161561483,0,0,0,1,1,0,0,1,0,0,1,0,Standard
216,39,10.36510013773391,7.972253637101928,4,4,1,4,30,12,3.37,4,7.247123318715375,24.718512537294,366,0,4.614282618742899,5.5757209422410625,5.323415928621157,0,0,1,0,0,0,1,1,0,0,1,0,Poor
217,33,9.143075470973658,6.6491437558309965,6,6,19,9,41,18,24.98,9,8.483239224573802,23.6866331342733,39,1,3.952495531349669,3.5760328051281327,5.558431606205889,0,0,0,1,1,0,0,0,0,0,0,1,Standard
218,44,11.813884803132462,9.345275029563725,4,6,18,2,21,9,1.42,2,5.5964199563277015,31.6865748692659,224,1,5.321145918894875,5.212329061004528,6.904071285405727,0,0,0,1,0,1,0,0,1,0,0,0,Poor
219,32,11.591954921016132,9.079734410388234,5,6,7,2,9,12,11.53,3,6.884681106011536,35.3811010892425,322,1,4.851477091509647,5.428580475674641,6.635695441102969,0,0,1,0,1,0,0,0,1,0,0,0,Standard
220,54,9.789954846418295,7.1121576394771004,5,4,12,2,13,7,-0.05,2,6.898058416003273,37.4816302200944,241,0,2.8916322702425354,4.393843485565494,5.748454671568626,1,0,0,0,0,1,0,1,0,1,0,0,Good
221,19,9.729939793167082,7.004090690632398,8,10,33,8,19,20,5.19,12,8.166440675229271,32.5394962831982,128,1,4.531966119959174,4.60452235622199,5.232372418921701,0,1,0,0,1,0,0,0,0,0,0,1,Poor
222,20,10.021293699036566,7.478759307377419,5,3,19,5,19,16,16.61,7,6.762382625966384,34.6659351034987,147,1,4.1747106963459375,5.161633160325681,5.4273004721013205,0,0,0,0,1,0,0,0,1,1,0,0,Standard
223,14,9.651460227347453,6.937675666329344,8,5,32,5,38,26,25.11,8,7.975808698842125,37.2116391516118,17,1,3.562658370304011,4.466950876212109,5.6009730890389,0,0,1,0,0,1,0,0,0,1,0,0,Standard
224,23,9.138547870895241,6.921266917609779,4,3,15,3,23,14,12.78,5,6.186311499267078,25.1331949550615,140,1,3.039136341143128,4.618512097383254,5.595194556971543,0,1,0,0,0,0,1,0,1,1,0,0,Standard
225,22,11.155306933135282,8.623682769443194,8,7,5,2,8,10,5.10999999999999,2,7.2768122482723685,28.4421911249807,218,1,4.459001080763472,5.5689383091801545,6.209849565040793,0,0,0,1,1,0,0,0,1,1,0,0,Standard
226,26,9.955859864574697,7.5518592633627515,3,1,5,2,13,5,2.53,6,7.311899515122886,32.189947055028,350,0,2.9625534680493257,3.922598883634011,5.914985928535684,0,1,0,0,1,0,0,1,0,0,1,0,Standard
227,40,11.016057478603203,8.497455172032922,4,6,14,3,22,18,19.42,6,7.309500142219546,29.6861410918463,241,0,5.023741363377377,5.484163840787908,5.959461435834459,0,1,0,0,0,1,0,0,1,1,0,0,Standard
228,35,9.621855806556406,7.300193121770145,7,7,26,9,37,18,6.18,9,8.085616113907221,38.0685404395845,122,1,4.5392141371014,4.147373231763221,5.638972947485601,1,0,0,0,1,0,0,0,0,1,0,0,Poor
229,38,8.923474632900293,6.771374592878284,10,7,22,5,54,20,25.04,7,8.33883656389137,24.1204570658991,133,1,3.131504146038916,4.182273832044856,5.66583127606312,0,0,0,1,0,1,0,0,0,1,0,0,Poor
230,23,10.344566234861585,7.81263650258805,4,7,12,6,7,8,9.95,6,4.2601414466837575,34.1198758005599,86,1,4.90298861330808,4.5828168166178544,5.6513750563682,0,1,0,0,1,0,0,0,1,0,0,1,Standard
231,37,11.326574681734632,8.879962327983309,8,7,22,6,30,22,22.0,12,8.492779589898657,38.1934743998183,155,1,5.9504186060232,4.883848860128178,6.136862139616364,0,1,0,0,0,1,0,0,0,1,0,0,Poor
232,41,9.71612310169921,7.054365457696991,4,7,14,4,19,17,17.66,10,6.156576362170743,27.764247995964,175,1,3.951722908112654,4.821767189425213,5.4362557860672736,1,0,0,0,0,0,1,0,1,1,0,0,Standard
